id;river_full_name;river_dest;side;dest_from_end;length;watershed_area;ten_km_trib_amount;ten_km_trib_sum_len;lakes_amount;lakes_sum_area;table3_id
I. Бассейн р. Оби от впадения р. Алея до устья р. Томи;;;;;;;;;;;
1497;Мостовая;»;(пр);1500;11;;7;15;;;
1498;Тойлок;»;(лв);1491;26;;9;26;;;
1499;Аммала (Бобровка);»;(пр);1487;23;;9;19;;;
1500;Аммала;Аммала (Бобровка);(лв);7;14;;10;29;;;
1501;Бол. Едик;Чулым;(пр);1471;15;;—;—;;;
1502;Балахтон (Балахтонка) ;»;»;1465;32;;3;8;;;
1503;Рябиновка ;Балахтон;(пр);18;15;;14;33;;;
1504;Поперечка;»;»;15;19;;2;6;;;
1505;Тойлок (Тайлок);»;»;8;26;;12;24;;;
1506;Селек;Тойлок;»;6;16;;5;12;;;
1507;Чимжуль;Чулым;»;1458;10;;3;6;;;
1508;Карачаговка;»;»;1442;14;;9;21;;;
1509;Сереж ;»;(лв);1417;232;5090;5;10;;;423-426
1510;Сокса;Сереж;»;211;16;;1;1;;;
1511;без названия;»;»;203;12;;1;7;;;
1512;без названия;»;»;194;12;;4;1;;;
1513;Изыкчуль;»;(пр);182;27;;43;56;;;
1514;Терехта;»;»;176;23;;46;54;;;
;реки в бассейне р. Терехта,теряющиеся на водосборе;;;;;;;;;;
1515;без названия;Сереж;(пр);175;11;;—;—;;;
1516;Бол. Яга (Прямая Яга);»;»;162;20;;9;13;;;
1517;Черемушка;Бол. Яга;(лв);4;21;;36;44;;;
1518;Солгон;Сереж;(пр);152;26;;28;30;;;
1519;Чернавка;Солгон;(лв);10;13;;59;58;;;
1520;Солгончик ;»;(пр;6;17;;65;60;;;
1521;Еланский ;Солгончик;(лв);4;12;;6;20;;;
1522;Тарханко;Сереж ;(пр);140;10;;30;23;;;
1523;Изынджуль;»;»;124;18;;3;9;;;
1524;Сереуль;»;»;104;28;;3;9;;;
1525;Березовка;»;»;102;12;;7;22;;;
1526;Березовка;»;(лв);92;24;;1;3;;;
1527;Кольцовка;»;»;84;18;;—;—;;;
1528;Каргала;»;»;71;20;;—;—;;;
1529;Кибитень;»;»;70;13;;4;21;;;
1530;без названия;»;(пр);9;14;;2;10;;;
1531;Качаевка;без названия №1530;(лв);2;12;;4;7;;;
1532;Ужур;оз. Белое;—;—;60;1090;5;6;;;
1533;без названия;Ужур ;(пр);45;10;;9;26;;;
1534;Чернавка;»;»;36;12;;2;3;;;
1535;без названия;»;»;25;16;;7;9;;;
1536;Байт ;»;(лв);10;24;;2;2;;;
1537;Можарка;оз. Белое;—;—;20;;1;1;;;
1538;без названия;»;;;23;;12;24;;;
;Малые притоки оз.Белое;;;;;;12;24;;;
1539;Барабановка;Чулым;(пр);1412;40;;3;7;;;
1540;Ададым;»;(лв);1380;28;;13;28;;;
1541;Березовка;Ададым;(пр);2;11;;3;10;;;
1542;без названия;Чулым;»;1360;14;;—;—;;;
1543;Ельник;»;(лв);1341;23;;5;6;;;
1544;без названия;»;(пр);1341;11;;2;6;;;
1545;Березовка (Торбинский);»;(лв);1273;54;710;6;15;;;
1546;Листвянка;Березовка;»;35;29;;7;19;;;
1547;Алтатка;Листвянка;»;10;18;;2;3;;;
1548;Сютик;Березовка;(пр);26;21;;4;15;;;426 а-430-430 а
1549;Урюп (Бол. Урюп);Чулым;(лв);1266;223;5610;241;395;;;
1550;Мал. Урюп;Урюп;»;196;15;;31;39;;;
1551;Яковлевка;»;»;156;14;;17;22;;;
1552;Бол. Садат;»;»;148;14;;17;27;;;
1553;Кургусуль;»;(пр);145;36;;87;126;;;
1554;Кургусуль-Лиственный;Кургусуль;»;17;17;;15;23;;;
1555;Бол. Саланга;»;(лв);15;10;;7;14;;;
1556;Саланга;»;»;13;15;;9;12;;;
1557;Кудудет;Урюп;»;130;12;;9;15;;;
1558;Едет;»;(пр);124;14;;24;24;;;
1559;Объюл;Урюп;(пр);115;46;;72;113;;;431
1560;Березовая;Объюл;»;33;12;;12;10;;;
1561;Сунгуюл;»;»;30;17;;15;22;;;
1562;Дудет (Средн. Дудет);Урюп;(лв);95;87;794;36;62;;;432
1563;Карнагалка;Дудет;(пр);57;13;;4;11;;;
1564;Мал. Дудет;»;(лв);54;14;;12;24;;;
1565;Ир;»;(пр);44;14;;4;12;;;
1566;Кинжир;»;»;38;25;;20;51;;;
1567;протока Кинжир ;Кинжир № 1566;»;9;21;;2;5;;;
1568;Берешь (Береж);Урюп;»;74;115;2260;108;203;;;432 а, 435
1569;Сутколь;Берешь;(лв);94;13;;14;20;;;
1570;Ничкурюп;»;(пр);74;34;;64;119;;;
1571;без названия;Ничкурюп ;(лв);1;13;;8;15;;;
1572;Андрюшкина;Берешь;»;68;12;;5;10;;;
1573;Парнушка;»;(пр);52;23;624;6;21;;;435 а, 436
1574;Колба;оз. Малое;—;—;12;;1;1;;;
1574а;Батаушка;оз. Сарбаголь;—;—;6.9;;—;—;;;436 а
15746;Сартачуль;оз. Большое;—;—;5.4;;—;—;;;436 б
1575;Кадат (Мокрый Кадат);Берешь;(пр);22;43;;23;46;;;
1576;Темра;Кадат;(лв);12;35;;12;38;;;
1577;Ожа;»;(пр);10;19;;8;15;;;
1578;Базыр ;Берешь;(лв);20;74;368;69;114;;;436 в, 437
1579;Инзиюл;Базыр;(пр);35;16;;10;18;;;438
1580;Еловый;»;(лв);15;11;;3;3;;;
1581;без названия;»;»;5;12;;2;5;;;
1582;Баладык ;Урюп;(пр);52;10;;3;2;;;
1583;Шушул;»;(лв);38;25;;7;11;;;
1584;Кунчугурка (Каменка);»;»;36;32;;15;40;;;
1585;Поперечка;Кунчугурка;»;2;13;;6;10;;;
;река в бассейне р. Берешь, теряющаяся на водосборе;;;;;;1;9;;;
1585а;Березовка;Чулым;(лв);1264;10;;—;—;;;438 а
1586;Кубитет;»;»;1251;20;;11;16;;;438 б
1587;Тутюл;»;»;1256;34;;6;16;;;438 в
1588;Итатка (Бол. Итатка);Чулым;(лв);1247;50;364;4;17;;;
1589;Мал. Итатка;Итатка;(пр);18;21;;4;13;;;
1590;Косуль;Чулым;(лв);1239;40;;8;26;;;
1591;без названия;Косуль ;»;15;16;;8;22;;;
1592;Битятка;Чулым;(пр);1211;13;;2;4;;;
1593;без названия;»;»;1161;11;;1;3;;;
1594;без названия;»;»;1133;22;;3;10;;;
1595;Мазулька;»;»;1131;31;;7;12;;;
1596;Тептятка ;»;»;1130;20;;15;32;;;439
1597;Салырка ;»;»;1121;17;;8;12;;;
1598;Салырь;»;»;1121;11;;6;12;;;
1599;Кирюшка ;»;(лв);1120;47;;9;18;;;
1600;без названия;Кирюшка;(пр);25;13;;—;—;;;
1601;Улуй;Чулым;(лв);1110;65;519;16;42;;;
1602;без названия;Улуй;»;25;18;;9;19;;;
1603;без названия;без названия № 1602;(пр);6;10;;6;6;;;
1604;Околь;Чулым;(лв);1088;36;;1;6;;;
1605;Персияновка ;теряется;—;—;12;;—;—;;;
1606;Средне-Сучковка(Кольцовская) ;Чулым;(лв);1079;38;;2;7;;;
1607;без названия;Средне-Сучковка;(пр);17;18;;—;—;;;
1608;Бол. Улуй;Чулым;»;1060;160;2150;44;129;;;440, 441
1609;Каменка;Бол. Улуй;(лв);132;28;;6;12;;;
1610;без названия;»;(пр);129;10;;2;3;;;
1611;Бобровка;»;»;123;16;;8;19;;;
1612;без названия;»;»;116;13;;2;5;;;
1613;Бол. Черная (Поперечка);»;»;102;39;;12;28;;;
1614;Катух;Бол. Черная;(лв);30;10;;12;13;;;
1615;Мал. Черная;»;»;27;10;;6;5;;;
1616;Березовая (Грязнушка);»;»;20;16;;9;20;;;
1617;Черная;Бол. Черная;(лв);18;21;;7;13;;;
1618;Козловская;Бол. Улуй;»;88;14;;1;3;;;
1619;Тимонинская;»;»;74;20;;1;7;;;
1620;Белая;»;(пр);73;36;;50;76;;;
1621;Ольховский Ключ;Белая;(лв);4;17;;28;24;;;
1622;Чувашка;Бол. Улуй;»;70;15;;—;—;;;
1623;Тулатка;»;(пр);64;18;;19;29;;;
1624;без названия;Тулатка;»;5;13;;15;28;;;
1625;Лапшиха;Бол. Улуй;(лв);62;22;;—;—;;;
1626;Листвянка;»;»;29;22;;5;15;;;
1627;Кумырка;Чулым;»;1045;36;;11;19;;;
1628;Кумырка;»;(пр);1036;40;;3;13;;;
1629;Грязномойка;Кумырка;(лв);33;12;;3;6;;;
1630;Черемшанка ;»;(пр);27;11;;5;12;;;
1631;без названия;»;»;22;13;;4;8;;;
1632;без названия;»;»;7;15;;7;16;;;
1633;Ишимка;Чулым;(лв);1034;30;;24;60;;;
1634;Камчала;Чулым;(пр);1025;24;;13;36;;;
1635;без названия;Камчала;»;12;11;;5;12;;;
1636;Мал. Камчала;Чулым;»;1013;23;;12;34;;;
1637;Кочетат;»;»;1002;25;;20;51;;;
1638;без названия;»;(лв);1001;20;;4;10;;;
1639;Тюхтет;Чулым;»;985;56;547;23;60;;;
1640;Сахарная ;Тюхтет;(пр);44;13;;10;20;;;
1641;Барбулиха;»;(лв);24;10;;—;—;;;
1642;Кузуча;»;»;20;25;;6;14;;;
1643;Казаназарь;Кузуча;»;11;13;;6;7;;;
1644;Березовка;Казаназарь;(пр);4;10;;5;8;;;
1645;Саратка ;Кузуча;»;6;13;;2;3;;;
1646;Борловка;теряется ;—;—;13;;—;—;;;
1647;Малая Речка;старица р. Чулым;—;—;14;;—;—;;;
1648;Тунуй;Чулым;(лв);949;25;;15;18;;;
1649;Кемчуг (Бол. Кемчуг);»;(пр);938;441;10 300;203;382;;;442
1650;без названия;Кемчуг (Бол. Кемчуг);(лв);422;10;;9;15;;;
1651;без названия;»;»;418;10;;24;44;;;
1652;Куб;»;(пр);402;12;;25;29;;;
1653;Сикитем ;»;»;394;23;;46;65;;;
1654;Мал. Кемчуг;»;(лв);392;27;;10;12;;;
1655;Каменка (Сухая Каменка);Мал. Кемчуг;(пр);11;14;;19;35;;;
1656;Бол. Кайдат;Кемчуг (Бол. Кемчуг);(пр);372;16;;18;34;;;
1657;Березовая (Еловый Лог);»;(лв);365;13;;3;6;;;
1658;Бол. Талка;»;»;364;13;;1;4;;;
1659;Талка 1-я;»;»;344;18;;4;7;;;
1660;Жуковка ;»;(пр);342;23;;7;24;;;
1661;Сергина;Жуковка;»;7;11;;1;1;;;
1662;Шарловка;Кемчуг (Бол. Кемчуг);(лв);332;21;;5;16;;;
1663;Шарловка 3-я;Шарловка;(пр);5;14;;—;—;;;
1664;Черемушка;Бол. Кемчуг;(лв);324;22;;12;24;;;
1665;Березовка (Прудовая) ;»;»;316;24;;9;12;;;
1666;Березовая ;Березовка (Прудовая);(лв);12;12;;6;8;;;
1667;Каменка;Березовка (Прудовая);(пр);4;19;;7;8;;;
1668;Бол. Катух;Кемчуг (Бол. Кемчуг) (лв);;301;24;;11;20;;;
1669;Мал. Катух;Бол. Катух;(пр);5;15;;7;9;;;
1670;Березовая;Кемчуг (Бол. Кемчуг) (лв);;299;20;;25;40;;;
1671;Песчаная;»;»;294;12;;1;1;;;
1672;Таловка;»;»;293;13;;5;2;;;
1673;Игинка;»;»;290;20;;16;14;;;
1674;Черемушка;»;»;284;26;;33;38;;;
1675;Бол. Ибрюль;Кемчуг (Бол. Кемчуг);(пр);281;42;;23;57;;;
1676;Близневка;Бол. Ибрюль;»;24;15;;5;9;;;
1677;без названия;Близневка ;(лв);5;10;;5;6;;;
16/8;без названия;Кемчуг (Бол. Кемчуг);»;266;12;;4;12;;;
1679;Коровья;»;»;265;30;;24;36;;;
1680;Таловка;»;»;260;16;;5;4;;;
1681;Березовка;»;»;252;20;;7;9;;;
1682;Поганка;»;»;250;12;;3;4;;;
1683;Постегурка;теряется в болоте;—;—;12;;1;3;;;
1684;без названия;Кемчуг (Бол. Кемчуг);(лв);243;12;;1;4;;;
1685;Тайменка;»;»;231;16;;2;2;;;
1686;Поганка;Тайменка;(пр);3;11;;1;5;;;
1687;Осиновая;Кемчуг (Бол. Кемчуг) (лв);;219;11;;—;—;;;
1688;Бол. Терехтюль;»;(пр);216;55;490;58;129;;;
1689;Мал. Терехтюль;Бол. Терехтюль;(лв);37;20;;15;31;;;
1690;Мал. Терехтюль;»;(пр);20;22;;42;54;;;
1691;Язевка;теряется в болоте;—;—;11;;—;—;;;
1692;Кучугурская;Кемчуг (Бол. Кемчуг) (лв);;205;20;;4;12;;;
1693;Мал. Кемчуг;Кемчуг;(пр);174;138;2480;63;200;;;443
1694;Бол. Минанжиль;Мал. Кемчуг;»;194;20;;4;10;;;
1695;без названия;Бол. Минанжиль;»;2;10;;1;3;;;
1696;без названия;Мал. Кемчуг ;(лв);192;14;;9;15;;;
1697;Стрелочная;»;»;177;10;;2;4;;;
1698;Шерчуль;»;»;137;41;;23;46;;;
1699;без названия;Шерчуль ;(пр);33;11;;4;6;;;
1700;Березовка;»;(лв);15;11;;7;14;;;
1701;Рибитат;Мал. Кемчуг;»;127;24;;13;26;;;
1702;Боковая;Рибитат;(пр);12;12;;10;9;;;
1703;Луговая;Мал. Кемчуг;(лв);116;14;;4;7;;;
1704;Бобровка;Мал. Кемчуг;(лв);111;11;;3;6;;;
1705;Алырчик;»;»;105;21;;8;11;;;
1706;Парилова ;»;(пр);89;11;;1;1;;;
1707;Огузова;»;(лв);88;11;;2;4;;;
1708;Отараева;»;(пр);80;15;;8;15;;;
1709;без названия;Отараева;(лв);6;11;;2;6;;;
1710;Таежная;Мал. Кемчуг;»;78;28;;6;15;;;
1711;Бол. Таежная;Таежная;»;16;12;;20;25;;;
1712;Белая;»;»;12;10;;4;4;;;
1713;без названия;»;»;7;14;;6;17;;;
1714;Бобровка;»;»;3;17;;3;4;;;
1715;Никифоровка;Мал. Кемчуг;»;66;11;;2;7;;;
1716;Листвянка;»;»;55;16;;5;18;;;
1717;Кирилловна;»;»;38;14;;8;21;;;
1718;Черная (Бол. Черная) ;»;(пр);37;15;;5;6;;;
1719;Мал. Черная;Черная;(лв);3;10;;—;—;;;
1720;без названия;Мал. Кемчуг;(пр);9;10;;—;—;;;
1721;без названия;»;»;3;12;;—;—;;;
1722;Погорелка;теряется ;—;—;11;;2;5;;;
1723;Боярка;Кемчуг;(пр);161;13;;1;3;;;
1724;Катух;»;»;154;35;;16;37;;;
1725;Репная;»;(лв);145;21;;4;7;;;
1726;Песчанка;»;(пр);141;13;;5;9;;;
1727;без названия;»;»;127;10;;7;10;;;
1728;Никишкина;»;(лв);121;86;636;66;119;;;
1729;Березовка;Никишкина;(пр);38;35;;25;42;;;
1730;Суразовка;Кемчуг;(лв);106;100;538;43;71;;;
1731;Мал. Сураз;Суразовка;(пр);77;19;;21;23;;;
1732;Черемушка ;»;(лв);20;15;;—;—;;;
1733;протока без названия;Суразовка;(пр);6;16;;9;17;;;
1734;Каменка;Кемчуг;»;79;11;;25;80;;;
1735;Кытат;»;(лв);76;100;970;15;27;;;
1736;Кызылган;Кытат;»;74;25;;11;12;;;
1737;Черемшанка;Кызылган;»;8;14;;5;6;;;
1738;без названия;Черемшанка;(пр);8;11;;4;6;;;
1739;без названия;Кызылган ;(лв);6;11;;9;30;;;
1740;Чемурда;Кытат;»;52;25;;1;2;;;
1741;Черемушка;Чемурда;(пр);13;10;;10;24;;;
1742;Колтояк (Чемурда);Кытат;(лв);6;35;;23;40;;;
1743;Катык;Кемчуг;(пр);42;22;;22;33;;;
1744;Тюхтет;»;»;12;25;;11;16;;;
1745;Капидет;Тюхтет;»;10;11;;3;15;;;
1746;Березовая;Кемчуг;»;7;18;;14;25;;;
1747;Исаковка ;старица без названия на пойме р. Чулым;—;—;10;;2;3;;;
1748;без названия;Чулым ;(пр);911;11;;1;2;;;
1749;старица Агапка;»;(лв);905;13;;43;92;;;
1750;Идет;»;»;901;56;495;10;25;;;
1751;Хазин ;»;(пр);886;18;;1;1;;;
1752;без названия;»;(лв);876;15;;5;5;;;
1753;без названия;»;(пр);868;13;;14;30;;;
1754;Ладог;»;(лв);862;41;;6;11;;;
1755;Кальчевская;»;(пр);846;13;;9;14;;;
1756;Капидетская (Килидетская);»;(лв);838;45;;3;3;;;
1757;без названия;Килидетская ;(пр);13;12;;—;—;;;
1758;протока Адымат;Чулым;(лв);822;12;;2;3;;;
1760;без названия;Чулым ;»;820;11;;4;12;;;
1761;Кильчековская;Чулым;(лв);816;33;;1;1;;;
1759;Плокобий;Кильчековская;(пр);4;16;;—;—;;;
1762;Поперечная Падь;Кильчековская;(лв);15;11;;1;7;;;
1763;Костинка;Чулым;»;801;34;;1;1;;;
1764;Чичкис;»;»;778;17;;—;—;;;
1765;протока без названия;»;»;753;10;;30;96;;;
1766;Чиндат;протока без названия № 1765;(лв);6;126;1360;5;11;;;
1767;руч. Медвежий ;Чиндат;»;94;14;;14;36;;;
1768;Кильдет;»;(пр);73;28;;1;1;;;
1769;без названия;»;(лв);70;11;;14;39;;;
1770;Чул ;»;»;34;22;;—;—;;;
1771;Гай;»;»;31;10;;5;15;;;
1772;Аиндат;Чулым;(пр);725;12;;4;27;;;
1773;Чулка;»;(лв);710;28;;3;14;;;
1774;Мотоваловка ;Чулка;(пр);24;12;;4;18;;;
1775;Жужуй;Чулым;»;689;23;;2;20;;;
;реки между бассейнами р.р. Чулка и Кулемет, теряющиеся на водосборе;;;;;;;;;;
1776;без названия;Чулым ;(лв);679;18;;—;—;;;
1777;Чичка-Юс;»;(пр);671;13;;6;8;;;
1779;Арбатур;»;(лв);648;18;;3;4;;;
1778;Кулемет;»;(пр);652;18;;3;5;;;
1780;без названия;Кулемет;(пр);3;11;;3;6;;;
1781;Ашурга;Чулым;(лв);645;14;;2;1;;;
1782;без названия;Ашурга;»;4;46;;7;19;;;
1783;Остенка;Чулым;(пр);637;18;;8;30;;;
1784;Келик;»;»;620;15;;6;7;;;
1785;без названия;теряется в болоте ;—;—;10;;1;1;;;
1786;без названия;староречье р. Чулым;—;—;20;;4;9;;;
1787;Культепка;Чулым;(пр);599;22;;19;22;;;
1788;без названия;»;»;584;15;;4;6;;;
1789;протока без названия;Чулым ;(лв);574;21;;—;—;;;
1790;без названия;теряется в болоте ;—;—;11;;1;2;;;
1791;Верх. Китат;Чулым;(пр);560;30;;19;29;;;
1792;без названия;Верх. Китат ;»;11;12;;7;12;;;
1793;Ниж. Китат;Чулым;»;559;22;;12;21;;;
1794;без названия;»;»;535;20;;8;12;;;
1795;без названия;»;»;529;13;;5;6;;;
1796;Куралак;теряется в болоте ;—;—;11;;7;13;;;
1797;Туралы (Кондейка, Кыци) ;Чулым;(пр);491;53;212;25;67;;;
1798;Баража;Туралы ;»;6;12;;5;5;;;
1799;Муны ;Чулым;»;468;30;;14;29;;;
1800;без названия;Муны ;(лв);24;11;;10;23;;;
